Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_frequently,BusinessTravel_Travel_rarely,Department_Research & development,EducationField_Life sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical degree,Gender_Male,JobRole_Human resources,JobRole_Laboratory technician,JobRole_Manager,JobRole_Manufacturing director,JobRole_Research director,JobRole_Research scientist,JobRole_Sales representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
29.0,410,2.0,1,1,1513,4,97,3,1,2,3180.0,4668,0,13,3,3,80,3,4,3,3,3.0,2.0,0.0,2,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
28.0,1083,29.0,1,1,1514,3,96,1,2,2,6549.0,3173,1,14,3,2,80,2,8,2,2,8.0,6.0,1.0,7,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
33.0,516,8.0,5,1,1515,4,69,3,2,3,6388.0,22049,2,17,3,1,80,0,14,6,3,0.0,0.0,0.0,0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
32.0,495,10.0,3,1,1516,3,64,3,3,4,11244.0,21072,2,25,4,2,80,0,10,5,4,5.0,2.0,0.0,0,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
54.0,1050,11.0,4,1,1520,2,87,3,4,4,16032.0,24456,3,20,4,1,80,1,26,2,3,14.0,9.0,1.0,12,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
29.0,224,1.0,4,1,1522,1,100,2,1,1,2362.0,7568,6,13,3,3,80,0,11,2,1,9.0,7.0,0.0,7,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
44.0,136,28.0,3,1,1523,4,32,3,4,1,16328.0,22074,3,13,3,3,80,1,24,1,4,18.0,6.0,7.5,17,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
39.0,1089,6.0,3,1,1525,2,32,3,3,2,8376.0,9150,4,18,3,4,80,0,9,3,3,2.0,0.0,2.0,2,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
46.0,228,3.0,3,1,1527,3,51,3,4,2,16581.0,11380,8,12,3,4,80,1,23,2,4,13.0,12.0,5.0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
35.0,1029,16.0,3,1,1529,4,91,2,3,2,8606.0,21195,1,19,3,4,80,0,11,3,1,11.0,8.0,3.0,3,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23.0,507,20.0,1,1,1533,1,97,3,2,3,2272.0,24812,0,14,3,2,80,0,5,2,3,4.0,3.0,1.0,2,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
40.0,676,9.0,4,1,1534,4,86,3,1,1,2018.0,21831,3,14,3,2,80,0,15,3,1,5.0,4.0,1.0,0,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
34.0,971,1.0,3,1,1535,4,64,2,3,3,7083.0,12288,1,14,3,4,80,0,10,3,3,10.0,9.0,7.5,6,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True
31.0,561,3.0,3,1,1537,4,33,3,1,3,4084.0,4156,1,12,3,1,80,0,7,2,1,7.0,2.0,7.0,7,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50.0,333,22.0,5,1,1539,3,88,1,4,4,14411.0,24450,1,13,3,4,80,0,32,2,3,18.0,6.0,7.5,9,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True
34.0,1440,7.0,2,1,1541,2,55,3,1,3,2308.0,4944,0,25,4,2,80,1,12,4,3,11.0,10.0,5.0,7,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True
42.0,1210,2.0,3,1,1542,3,68,2,1,2,4841.0,24052,4,14,3,2,80,1,4,3,3,1.0,0.0,0.0,0,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
37.0,674,13.0,3,1,1543,1,47,3,2,4,4285.0,3031,1,17,3,1,80,0,10,2,3,10.0,8.0,3.0,7,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
29.0,441,8.0,1,1,1544,3,39,1,2,1,9715.0,7288,3,13,3,3,80,1,9,3,3,7.0,7.0,0.0,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
33.0,575,25.0,3,1,1545,4,44,2,2,2,4320.0,24152,1,13,3,4,80,0,5,2,3,5.0,3.0,0.0,2,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
45.0,950,28.0,3,1,1546,4,97,3,1,4,2132.0,4585,4,20,4,4,80,1,8,3,3,5.0,4.0,0.0,3,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
42.0,288,2.0,3,1,1547,4,40,3,3,4,10124.0,18611,2,14,3,3,80,1,24,3,1,18.0,8.0,7.5,9,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
40.0,1342,9.0,2,1,1548,1,47,3,2,1,5473.0,19345,0,12,3,4,80,0,9,5,4,8.0,4.0,7.0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
33.0,589,28.0,4,1,1549,2,79,3,2,3,5207.0,22949,1,12,3,2,80,1,15,3,3,15.0,14.0,5.0,7,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
40.0,898,6.0,2,1,1550,3,38,3,4,4,16437.0,17381,1,21,4,4,80,0,21,2,3,18.0,7.0,7.0,7,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
24.0,350,21.0,2,1,1551,3,57,2,1,1,2296.0,10036,0,14,3,2,80,3,2,3,3,1.0,1.0,0.0,0,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
40.0,1142,8.0,2,1,1552,4,72,3,2,4,4069.0,8841,3,18,3,3,80,0,8,2,3,2.0,2.0,2.0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
45.0,538,1.0,4,1,1553,1,66,3,3,2,7441.0,20933,1,12,3,1,80,3,10,4,3,10.0,8.0,7.0,7,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
35.0,1402,28.0,4,1,1554,2,98,2,1,3,2430.0,26204,0,23,4,1,80,2,6,5,3,5.0,3.0,4.0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
32.0,824,5.0,2,1,1555,4,67,2,2,2,5878.0,15624,3,12,3,1,80,1,12,2,3,7.0,1.0,2.0,5,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36.0,1157,2.0,4,1,1556,3,70,3,1,4,2644.0,17001,3,21,4,4,80,0,7,3,2,3.0,2.0,1.0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True
48.0,492,16.0,4,1,1557,3,96,3,2,3,6439.0,13693,8,14,3,3,80,1,18,2,3,8.0,7.0,7.0,7,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,598,9.0,3,1,1558,3,91,4,1,3,2451.0,22376,6,18,3,1,80,2,5,2,2,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
33.0,1242,8.0,4,1,1560,1,46,3,2,1,6392.0,10589,2,13,3,4,80,1,8,6,1,2.0,2.0,2.0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
30.0,740,1.0,3,1,1562,2,64,2,2,1,9714.0,5323,1,11,3,4,80,1,10,4,3,10.0,8.0,6.0,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
38.0,888,10.0,4,1,1563,3,71,3,2,3,6077.0,14814,3,11,3,3,80,0,10,2,3,6.0,3.0,1.0,2,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
35.0,992,1.0,3,1,1564,4,68,2,1,1,2450.0,21731,1,19,3,2,80,0,3,3,3,3.0,0.0,1.0,2,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
30.0,1288,29.0,4,1,1568,3,33,3,3,2,9250.0,17799,3,12,3,2,80,1,9,3,3,4.0,2.0,1.0,3,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
35.0,104,2.0,3,1,1569,1,69,3,1,1,2074.0,26619,1,12,3,4,80,1,1,2,3,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
53.0,607,2.0,5,1,1572,3,78,2,3,4,10169.0,14618,0,16,3,2,80,1,34,4,3,18.0,7.0,1.0,9,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
38.0,903,2.0,3,1,1573,3,81,3,2,2,4855.0,7653,4,11,3,1,80,2,7,2,3,5.0,2.0,1.0,4,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
32.0,1200,1.0,4,1,1574,4,62,3,2,1,4087.0,25174,4,14,3,2,80,1,9,3,2,6.0,5.0,1.0,2,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
48.0,1108,15.0,4,1,1576,3,65,3,1,1,2367.0,16530,8,12,3,4,80,1,10,3,2,8.0,2.0,7.0,6,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
34.0,479,7.0,4,1,1577,1,35,3,1,4,2972.0,22061,1,13,3,3,80,0,1,4,1,1.0,0.0,0.0,0,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
55.0,685,26.0,5,1,1578,3,60,2,5,4,16581.0,23037,1,21,4,3,80,1,36,3,3,18.0,6.0,2.0,13,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
34.0,1351,1.0,4,1,1580,2,45,3,2,4,5484.0,13008,9,17,3,2,80,1,9,3,2,2.0,2.0,2.0,1,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
26.0,474,3.0,3,1,1581,1,89,3,1,4,2061.0,11133,1,21,4,1,80,0,1,5,3,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
38.0,1245,14.0,3,1,1582,3,80,3,2,2,9924.0,12355,0,11,3,4,80,1,10,3,3,9.0,8.0,7.0,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
38.0,437,16.0,3,1,1583,2,90,3,2,2,4198.0,16379,2,12,3,2,80,0,8,5,4,3.0,2.0,1.0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36.0,884,1.0,4,1,1585,2,73,3,2,3,6815.0,21447,6,13,3,1,80,0,15,5,3,1.0,0.0,0.0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29.0,1370,3.0,1,1,1586,2,87,3,1,1,4723.0,16213,1,18,3,4,80,0,10,3,3,10.0,9.0,1.0,5,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True
35.0,670,10.0,4,1,1587,1,51,3,2,3,6142.0,4223,3,16,3,3,80,0,10,4,3,5.0,2.0,0.0,4,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
39.0,1462,6.0,3,1,1588,4,38,4,3,3,8237.0,4658,2,11,3,1,80,1,11,3,3,7.0,6.0,7.0,6,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
29.0,995,2.0,1,1,1590,1,87,3,2,4,8853.0,24483,1,19,3,4,80,1,6,0,4,6.0,4.0,1.0,3,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50.0,264,9.0,3,1,1591,3,59,3,5,3,16581.0,19519,4,16,3,3,80,1,27,2,3,1.0,0.0,0.0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True
23.0,977,10.0,3,1,1592,4,45,4,1,3,2073.0,12826,2,16,3,4,80,1,4,2,3,2.0,2.0,2.0,2,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
36.0,1302,6.0,4,1,1594,1,80,4,2,1,5562.0,19711,3,13,3,4,80,1,9,3,3,3.0,2.0,0.0,2,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
42.0,1059,9.0,2,1,1595,4,93,2,5,4,16581.0,26362,8,22,4,4,80,0,24,2,3,1.0,0.0,0.0,1,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
35.0,750,28.0,3,1,1596,2,46,4,2,3,3407.0,25348,1,17,3,4,80,2,10,3,2,10.0,9.0,6.0,8,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
34.0,653,10.0,4,1,1597,4,92,2,2,3,5063.0,15332,1,14,3,2,80,1,8,3,2,8.0,2.0,7.0,7,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
40.0,118,14.0,2,1,1598,4,84,3,2,1,4639.0,11262,1,15,3,3,80,1,5,2,3,5.0,4.0,1.0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
43.0,990,27.0,3,1,1599,4,87,4,1,2,4876.0,5855,5,12,3,3,80,1,8,0,3,6.0,4.0,0.0,2,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
35.0,1349,7.0,2,1,1601,3,63,2,1,4,2690.0,7713,1,18,3,4,80,1,1,5,2,1.0,0.0,0.0,1,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
46.0,563,1.0,4,1,1602,4,56,4,4,1,16581.0,3156,1,15,3,2,80,0,27,5,1,18.0,0.0,0.0,12,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
28.0,329,24.0,3,1,1604,3,51,3,1,2,2408.0,7324,1,17,3,3,80,3,1,3,3,1.0,1.0,0.0,0,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
22.0,457,26.0,2,1,1605,2,85,2,1,3,2814.0,10293,1,14,3,2,80,0,4,2,2,4.0,2.0,1.0,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
50.0,1234,20.0,5,1,1606,2,41,3,4,3,11245.0,20689,2,15,3,3,80,1,32,3,3,18.0,8.0,7.5,13,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
32.0,634,5.0,4,1,1607,2,35,4,1,4,3312.0,18783,3,17,3,4,80,2,6,3,3,3.0,2.0,0.0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
44.0,1313,7.0,3,1,1608,2,31,3,5,4,16581.0,3549,0,14,3,4,80,1,23,4,2,18.0,7.0,1.0,10,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
30.0,241,7.0,3,1,1609,2,48,2,1,2,2141.0,5348,1,12,3,2,80,1,6,3,2,6.0,4.0,1.0,1,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
45.0,1015,5.0,5,1,1611,3,50,1,2,1,5769.0,23447,1,14,3,1,80,0,10,3,3,10.0,7.0,1.0,4,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
45.0,336,26.0,3,1,1612,1,52,2,2,1,4385.0,24162,1,15,3,1,80,1,10,2,3,10.0,7.0,4.0,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
31.0,715,2.0,4,1,1613,4,54,3,2,1,5332.0,21602,7,13,3,4,80,0,10,3,3,5.0,2.0,0.0,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
36.0,559,12.0,4,1,1614,3,76,3,2,3,4663.0,12421,9,12,3,2,80,2,7,2,3,3.0,2.0,1.0,1,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
34.0,426,10.0,4,1,1615,3,42,4,2,4,4724.0,17000,1,13,3,1,80,1,9,3,3,9.0,7.0,7.0,2,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
49.0,722,25.0,4,1,1617,3,84,3,1,1,3211.0,22102,1,14,3,4,80,1,10,3,2,9.0,6.0,1.0,4,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
39.0,1387,10.0,5,1,1618,2,76,3,2,1,5377.0,3835,2,13,3,4,80,3,10,3,3,7.0,7.0,7.0,7,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
27.0,1302,19.0,3,1,1619,4,67,2,1,1,4066.0,16290,1,11,3,1,80,2,7,3,3,7.0,7.0,0.0,7,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
35.0,819,18.0,5,1,1621,2,48,4,2,1,5208.0,26312,1,11,3,4,80,0,16,2,3,16.0,14.5,1.0,10,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
28.0,580,27.0,3,1,1622,2,39,1,2,1,4877.0,20460,0,21,4,2,80,1,6,5,2,5.0,3.0,0.0,0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.0,546,5.0,1,1,1623,3,97,3,1,4,3117.0,26009,1,18,3,3,80,0,3,2,3,2.0,2.0,2.0,2,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
18.0,544,3.0,2,1,1624,2,70,3,1,4,1569.0,18420,1,12,3,3,80,0,0,2,4,0.0,0.0,0.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True
47.0,1176,26.0,4,1,1625,4,98,3,5,3,16581.0,5220,3,11,3,3,80,1,27,2,3,5.0,2.0,1.0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39.0,170,3.0,2,1,1627,3,76,2,2,3,3069.0,10302,0,15,3,4,80,1,11,3,3,10.0,8.0,0.0,7,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
40.0,884,15.0,3,1,1628,1,80,2,3,3,10435.0,25800,1,13,3,4,80,2,18,2,3,18.0,14.5,7.5,12,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
35.0,208,8.0,4,1,1630,3,52,3,2,3,4148.0,12250,1,12,3,4,80,1,15,5,3,14.0,11.0,2.0,9,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37.0,671,19.0,3,1,1631,3,85,3,2,3,5768.0,26493,3,17,3,1,80,3,9,2,2,4.0,3.0,0.0,2,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
39.0,711,4.0,3,1,1633,1,81,3,2,3,5042.0,3140,0,13,3,4,80,0,10,2,1,9.0,2.0,3.0,8,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
45.0,1329,2.0,2,1,1635,4,59,2,2,4,5770.0,5388,1,19,3,1,80,2,10,3,3,10.0,7.0,3.0,9,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
38.0,397,2.0,2,1,1638,4,54,2,3,3,7756.0,14199,3,19,3,4,80,1,10,6,4,5.0,4.0,0.0,2,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
35.0,737,10.0,3,1,1639,4,55,2,3,1,10306.0,21530,9,17,3,3,80,0,15,3,3,13.0,12.0,6.0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
37.0,1470,10.0,3,1,1640,2,71,3,1,2,3936.0,9953,1,11,3,1,80,1,8,2,1,8.0,4.0,7.0,7,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
40.0,448,16.0,3,1,1641,3,84,3,3,4,7945.0,19948,6,15,3,4,80,0,18,2,2,4.0,2.0,3.0,3,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
44.0,602,1.0,5,1,1642,1,37,3,2,4,5743.0,10503,4,11,3,3,80,0,14,3,3,10.0,7.0,0.0,2,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
48.0,365,4.0,5,1,1644,3,89,2,4,4,15202.0,5602,2,25,4,2,80,1,23,3,3,2.0,2.0,2.0,2,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
35.0,763,15.0,2,1,1645,1,59,1,2,4,5440.0,22098,6,14,3,4,80,2,7,2,2,2.0,2.0,2.0,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
24.0,567,2.0,1,1,1646,1,32,3,1,4,3760.0,17218,1,13,3,3,80,0,6,2,3,6.0,3.0,1.0,3,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
27.0,486,8.0,3,1,1647,2,86,4,1,3,3517.0,22490,7,17,3,1,80,0,5,0,3,3.0,2.0,0.0,2,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
27.0,591,2.0,3,1,1648,4,87,3,1,4,2580.0,6297,2,13,3,3,80,0,6,0,2,4.0,2.0,1.0,2,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
40.0,1329,7.0,3,1,1649,1,73,3,1,1,2166.0,3339,3,14,3,2,80,0,10,3,1,4.0,2.0,0.0,3,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
29.0,469,10.0,3,1,1650,3,42,2,2,3,5869.0,23413,9,11,3,3,80,0,8,2,3,5.0,2.0,1.0,4,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
36.0,711,5.0,4,1,1651,2,42,3,3,1,8008.0,22792,4,12,3,3,80,2,9,6,3,3.0,2.0,0.0,2,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,772,2.0,1,1,1653,4,77,4,2,3,5206.0,4973,1,17,3,3,80,2,7,6,3,7.0,7.0,0.0,7,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
39.0,492,12.0,3,1,1654,4,66,3,2,2,5295.0,7693,4,21,4,3,80,0,7,3,3,5.0,4.0,1.0,0,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
49.0,301,22.0,4,1,1655,1,72,3,4,2,16413.0,3498,3,16,3,2,80,2,27,2,3,4.0,2.0,1.0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
50.0,813,17.0,5,1,1656,4,50,2,3,1,13269.0,21981,5,15,3,3,80,3,19,3,3,14.0,11.0,1.0,11,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20.0,1141,2.0,3,1,1657,3,31,3,1,3,2783.0,13251,1,19,3,1,80,0,2,3,3,2.0,2.0,2.0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
34.0,1130,3.0,3,1,1658,4,66,3,2,2,5433.0,19332,1,12,3,3,80,1,11,2,3,11.0,8.0,7.0,9,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36.0,311,7.0,3,1,1659,1,77,3,1,2,2013.0,10950,2,11,3,3,80,0,15,4,3,4.0,3.0,1.0,3,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
49.0,465,6.0,1,1,1661,3,41,2,4,3,13966.0,11652,2,19,3,2,80,1,30,3,3,15.0,11.0,2.0,12,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
36.0,894,1.0,4,1,1662,4,33,2,2,3,4374.0,15411,0,15,3,3,80,0,4,6,3,3.0,2.0,1.0,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
36.0,1040,3.0,2,1,1664,4,79,4,2,1,6842.0,26308,6,20,4,1,80,1,13,3,3,5.0,4.0,0.0,4,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
54.0,584,22.0,5,1,1665,2,91,3,4,3,16581.0,18685,3,25,4,3,80,1,36,6,3,10.0,8.0,4.0,7,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
43.0,1291,15.0,2,1,1666,3,65,2,4,3,16581.0,3525,1,24,4,1,80,1,14,3,3,14.0,10.0,6.0,11,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
35.0,880,12.0,4,1,1667,4,36,3,2,4,4581.0,10414,3,24,4,1,80,0,13,2,4,11.0,9.0,6.0,7,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True
38.0,1189,1.0,3,1,1668,4,90,3,2,4,4735.0,9867,7,15,3,4,80,2,19,4,4,13.0,11.0,2.0,9,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
29.0,991,5.0,3,1,1669,1,43,2,2,2,4187.0,3356,1,13,3,2,80,1,10,3,2,10.0,0.0,0.0,9,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
33.0,392,2.0,4,1,1670,4,93,3,2,4,5505.0,3921,1,14,3,3,80,2,6,5,3,6.0,2.0,0.0,4,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
32.0,977,2.0,3,1,1671,4,45,3,2,2,5470.0,25518,0,13,3,3,80,2,10,4,2,9.0,5.0,1.0,6,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
31.0,1112,5.0,4,1,1673,1,67,3,2,4,5476.0,22589,1,11,3,1,80,2,10,2,3,10.0,0.0,0.0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
49.0,464,16.0,3,1,1674,4,74,3,1,1,2587.0,24941,4,16,3,2,80,1,17,2,2,2.0,2.0,2.0,2,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
38.0,148,2.0,3,1,1675,4,42,2,1,2,2440.0,23826,1,22,4,2,80,0,4,3,3,4.0,3.0,3.0,3,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
47.0,1225,2.0,4,1,1676,2,47,4,4,2,15972.0,21086,6,14,3,3,80,3,29,2,3,3.0,2.0,1.0,2,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
49.0,809,1.0,3,1,1677,3,36,3,4,3,15379.0,22384,4,14,3,1,80,0,23,2,3,8.0,7.0,0.0,0,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
41.0,1206,23.0,2,1,1678,4,80,3,3,3,7082.0,11591,3,16,3,4,80,0,21,2,3,2.0,0.0,0.0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
20.0,727,9.0,1,1,1680,4,54,3,1,1,2728.0,21082,1,11,3,1,80,0,2,3,3,2.0,2.0,0.0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
33.0,530,16.0,3,1,1681,3,36,3,2,4,5368.0,16130,1,25,4,3,80,1,7,2,3,6.0,5.0,1.0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36.0,1351,26.0,4,1,1682,1,80,3,2,3,5347.0,7419,6,14,3,2,80,2,10,2,2,3.0,2.0,0.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
